From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),CH4 (),Xylene (ug/m3),AT (degree C),RF (mm)
2021-06-16 22:00:00,2021-06-16 23:00:00,48.85,74.03,,25.81,,45.69,3.32,0.85,11.5,3.04,,,,77.63,0.67,252.25,220.43,,,0.68,,,0.0
2021-06-16 23:00:00,2021-06-17 00:00:00,52.49,82.4,,28.45,,44.28,3.3,0.82,11.56,3.01,,,,77.12,0.66,250.28,220.4,,,0.68,,,0.0
2021-06-17 00:00:00,2021-06-17 01:00:00,50.33,79.15,,65.78,,42.8,11.14,0.83,11.8,3.05,,,,77.71,0.66,256.52,220.45,,,0.68,,,0.0
2021-06-17 01:00:00,2021-06-17 02:00:00,53.17,84.4,,65.86,,42.58,10.9,0.83,11.16,3.07,,,,79.75,0.66,257.69,220.35,,,0.68,,,0.0
2021-06-17 02:00:00,2021-06-17 03:00:00,45.47,70.57,,66.11,,41.97,10.93,0.83,11.55,3.07,,,,79.74,0.65,252.45,220.47,,,0.68,,,0.0
2021-06-17 03:00:00,2021-06-17 04:00:00,42.89,64.65,,65.33,,42.06,10.9,0.83,11.35,3.08,,,,82.01,0.6,259.33,220.3,,,0.68,,,0.0
2021-06-17 04:00:00,2021-06-17 05:00:00,32.69,47.8,,65.96,,39.74,11.16,0.83,11.38,3.14,,,,79.89,0.63,252.42,220.33,,,0.68,,,0.0
2021-06-17 05:00:00,2021-06-17 06:00:00,31.69,44.57,,65.3,,35.95,11.91,0.84,11.34,3.11,,,,71.33,0.7,259.74,220.37,,,0.68,,,0.0
2021-06-17 06:00:00,2021-06-17 07:00:00,32.7,46.4,,65.08,,38.14,11.36,0.82,11.41,3.1,,,,68.32,0.89,253.67,220.2,,,0.68,,,0.0
2021-06-17 07:00:00,2021-06-17 08:00:00,34.44,49.6,,71.07,,38.41,12.18,0.83,12.65,3.2,,,,62.09,1.34,256.03,220.67,,,0.68,,,0.0
2021-06-17 08:00:00,2021-06-17 09:00:00,42.97,66.8,,88.14,,42.31,11.8,0.8,13.78,3.28,,,,63.69,2.08,264.17,220.8,,,0.68,,,0.0
2021-06-17 09:00:00,2021-06-17 10:00:00,52.22,83.65,,99.67,,41.64,10.41,0.81,15.25,3.45,,,,60.62,3.08,266.89,221.05,,,0.68,,,0.0
2021-06-17 10:00:00,2021-06-17 11:00:00,82.8,120.5,,91.76,,37.93,12.16,0.8,15.91,3.3,,,,59.58,2.75,267.39,220.9,,,0.68,,,0.0
2021-06-17 11:00:00,2021-06-17 12:00:00,550.17,735.67,,84.26,,36.48,11.61,0.79,15.57,3.2,,,,46.12,5.13,281.69,221.13,,,0.68,,,0.0
2021-06-17 12:00:00,2021-06-17 13:00:00,51.22,66.87,,112.45,,40.5,11.05,0.79,16.96,3.6,,,,48.73,5.96,288.81,220.97,,,0.68,,,0.0
2021-06-17 13:00:00,2021-06-17 14:00:00,68.78,96.0,,97.64,,35.73,10.9,0.79,16.11,3.46,,,,58.49,5.5,284.15,221.1,,,0.68,,,0.0
2021-06-17 14:00:00,2021-06-17 15:00:00,55.23,74.6,,90.5,,35.9,11.28,0.79,15.38,3.29,,,,54.97,3.98,274.64,221.2,,,0.68,,,0.0
2021-06-17 15:00:00,2021-06-17 16:00:00,35.32,43.07,,83.78,,36.8,10.55,0.78,14.66,3.28,,,,52.14,3.21,269.24,220.93,,,0.68,,,0.0
2021-06-17 16:00:00,2021-06-17 17:00:00,42.72,54.53,,90.24,,39.17,9.71,0.77,15.16,3.41,,,,48.96,2.66,263.84,220.97,,,0.68,,,0.0
2021-06-17 17:00:00,2021-06-17 18:00:00,22.77,28.1,,100.9,,37.96,10.16,0.79,15.98,3.41,,,,51.04,1.79,263.19,220.93,,,0.68,,,0.0
2021-06-17 18:00:00,2021-06-17 19:00:00,108.77,148.93,,88.89,,39.75,9.93,0.79,14.8,3.23,,,,55.19,1.04,256.91,220.67,,,0.68,,,0.0
2021-06-17 19:00:00,2021-06-17 20:00:00,75.74,106.8,,73.53,,40.1,6.64,0.79,13.41,3.12,,,,60.44,0.8,255.99,220.62,,,0.68,,,0.0
2021-06-17 20:00:00,2021-06-17 21:00:00,28.26,35.9,,67.67,,40.91,8.26,0.81,12.27,3.02,,,,66.52,0.73,257.08,220.45,,,0.68,,,0.0
2021-06-17 21:00:00,2021-06-17 22:00:00,27.3,38.33,,66.36,,42.85,8.44,0.8,11.61,3.09,,,,70.0,0.72,254.19,220.47,,,0.68,,,0.0
2021-06-17 22:00:00,2021-06-17 23:00:00,37.0,53.5,,64.66,,40.9,8.49,0.81,11.35,3.14,,,,72.89,0.71,249.09,220.45,,,0.68,,,0.0
2021-06-17 23:00:00,2021-06-18 00:00:00,29.88,41.45,,66.27,,40.27,8.02,0.81,10.97,3.09,,,,74.21,0.69,259.08,220.35,,,0.68,,,0.0
2021-06-18 00:00:00,2021-06-18 01:00:00,49.2,70.85,,21.39,,40.22,2.26,0.83,11.64,3.13,,,,78.06,0.59,255.0,220.6,,,0.68,,,0.0
2021-06-18 01:00:00,2021-06-18 02:00:00,38.99,56.53,,18.49,,37.45,2.31,0.87,11.44,3.13,,,,78.21,0.61,254.49,220.43,,,0.68,,,0.0
2021-06-18 02:00:00,2021-06-18 03:00:00,36.6,55.5,,20.23,,38.19,2.27,0.86,11.12,3.06,,,,81.05,0.61,253.26,220.3,,,0.68,,,0.0
2021-06-18 03:00:00,2021-06-18 04:00:00,32.27,46.95,,17.55,,35.71,2.3,0.9,11.28,3.05,,,,79.62,0.6,253.84,220.35,,,0.68,,,0.0
2021-06-18 04:00:00,2021-06-18 05:00:00,22.25,29.3,,16.83,,35.22,2.25,0.91,11.16,2.94,,,,79.36,0.62,246.34,220.5,,,0.68,,,0.0
2021-06-18 05:00:00,2021-06-18 06:00:00,24.82,35.3,,19.05,,35.45,2.22,0.92,11.23,2.93,,,,82.66,0.59,255.71,220.25,,,0.68,,,0.0
2021-06-18 06:00:00,2021-06-18 07:00:00,89.31,125.4,,22.23,,37.47,2.15,0.9,11.25,2.94,,,,79.38,0.72,260.0,220.4,,,0.68,,,0.0
2021-06-18 07:00:00,2021-06-18 08:00:00,165.35,233.1,,23.26,,38.84,2.14,0.85,12.55,3.07,,,,69.75,1.38,253.59,220.57,,,0.68,,,0.0
2021-06-18 08:00:00,2021-06-18 09:00:00,35.65,50.5,,19.78,,38.29,2.13,0.84,12.47,3.15,,,,66.69,1.92,265.93,220.7,,,0.68,,,0.0
2021-06-18 09:00:00,2021-06-18 10:00:00,17.37,22.53,,19.89,,39.68,2.15,0.81,14.29,3.31,,,,62.61,3.82,272.04,220.77,,,0.68,,,0.0
2021-06-18 10:00:00,2021-06-18 11:00:00,27.59,41.3,,18.34,,39.8,2.14,0.79,15.26,3.42,,,,59.76,4.41,275.19,220.73,,,0.68,,,0.0
2021-06-18 11:00:00,2021-06-18 12:00:00,31.72,48.57,,17.61,,39.24,2.14,0.78,14.96,3.46,,,,56.18,5.5,282.46,221.1,,,0.68,,,0.0
2021-06-18 12:00:00,2021-06-18 13:00:00,21.89,31.1,,17.33,,38.26,2.13,0.76,15.19,3.52,,,,53.13,5.16,282.91,221.1,,,0.68,,,0.0
2021-06-18 13:00:00,2021-06-18 14:00:00,39.57,52.17,,17.34,,38.32,2.13,0.76,15.29,3.48,,,,50.59,5.26,285.33,221.03,,,0.68,,,0.0
2021-06-18 14:00:00,2021-06-18 15:00:00,148.76,195.7,,17.05,,37.39,2.11,0.75,15.22,3.55,,,,51.42,5.15,281.85,221.2,,,0.68,,,0.0
2021-06-18 15:00:00,2021-06-18 16:00:00,41.05,56.23,,18.61,,37.49,2.18,0.75,15.53,3.36,,,,52.73,3.94,271.76,221.1,,,0.68,,,0.0
2021-06-18 16:00:00,2021-06-18 17:00:00,28.8,43.85,,19.3,,37.0,2.21,0.76,14.71,3.23,,,,55.84,2.3,265.0,221.2,,,0.68,,,0.0
2021-06-18 17:00:00,2021-06-18 18:00:00,22.63,32.45,,20.25,,36.15,2.27,0.77,14.11,3.21,,,,55.0,1.7,257.85,221.0,,,0.68,,,0.0
2021-06-18 18:00:00,2021-06-18 19:00:00,460.12,245.1,,22.67,,34.64,2.31,0.81,13.82,3.16,,,,61.24,0.97,254.88,220.87,,,0.68,,,0.0
2021-06-18 19:00:00,2021-06-18 20:00:00,,,,23.41,,37.28,2.26,0.82,12.78,3.08,,,,66.47,0.74,255.13,220.57,,,0.68,,,0.0
2021-06-18 20:00:00,2021-06-18 21:00:00,205.89,294.48,,23.7,,37.66,2.25,0.84,12.07,3.08,,,,68.41,0.71,253.91,220.55,,,0.68,,,0.0
2021-06-18 21:00:00,2021-06-18 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18 22:00:00,2021-06-18 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18 23:00:00,2021-06-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 00:00:00,2021-06-19 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 01:00:00,2021-06-19 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 02:00:00,2021-06-19 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 03:00:00,2021-06-19 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 04:00:00,2021-06-19 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 05:00:00,2021-06-19 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 06:00:00,2021-06-19 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 07:00:00,2021-06-19 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 08:00:00,2021-06-19 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 09:00:00,2021-06-19 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 10:00:00,2021-06-19 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 11:00:00,2021-06-19 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 12:00:00,2021-06-19 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 13:00:00,2021-06-19 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 14:00:00,2021-06-19 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 15:00:00,2021-06-19 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 16:00:00,2021-06-19 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 17:00:00,2021-06-19 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 18:00:00,2021-06-19 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 19:00:00,2021-06-19 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 20:00:00,2021-06-19 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 21:00:00,2021-06-19 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 22:00:00,2021-06-19 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19 23:00:00,2021-06-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 00:00:00,2021-06-20 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 01:00:00,2021-06-20 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 02:00:00,2021-06-20 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 03:00:00,2021-06-20 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 04:00:00,2021-06-20 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 05:00:00,2021-06-20 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 06:00:00,2021-06-20 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 07:00:00,2021-06-20 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 08:00:00,2021-06-20 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 09:00:00,2021-06-20 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 10:00:00,2021-06-20 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 11:00:00,2021-06-20 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 12:00:00,2021-06-20 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 13:00:00,2021-06-20 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 14:00:00,2021-06-20 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 15:00:00,2021-06-20 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 16:00:00,2021-06-20 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 17:00:00,2021-06-20 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 18:00:00,2021-06-20 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 19:00:00,2021-06-20 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 20:00:00,2021-06-20 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 21:00:00,2021-06-20 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 22:00:00,2021-06-20 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-20 23:00:00,2021-06-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 00:00:00,2021-06-21 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 01:00:00,2021-06-21 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 02:00:00,2021-06-21 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 03:00:00,2021-06-21 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 04:00:00,2021-06-21 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 05:00:00,2021-06-21 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 06:00:00,2021-06-21 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 07:00:00,2021-06-21 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21 08:00:00,2021-06-21 09:00:00,542.28,816.1,,21.13,,43.28,5.23,0.84,14.79,3.36,,,,,1.75,269.93,,,,0.68,,,0.0
2021-06-21 09:00:00,2021-06-21 10:00:00,415.35,637.73,,22.03,,43.09,5.44,0.82,14.56,3.46,,,,57.61,3.53,274.58,220.83,,,0.68,,,0.0
2021-06-21 10:00:00,2021-06-21 11:00:00,177.17,237.7,,19.67,,40.52,5.14,0.79,15.47,3.59,,,,51.1,4.98,287.3,221.1,,,0.68,,,0.0
2021-06-21 11:00:00,2021-06-21 12:00:00,429.47,567.5,,17.91,,41.19,2.99,0.78,15.46,3.43,,,,,5.61,288.65,220.83,,,0.68,,,0.0
2021-06-21 12:00:00,2021-06-21 13:00:00,25.88,38.43,,16.56,,39.2,2.46,0.78,15.88,3.77,,,,45.36,6.26,290.48,220.97,,,0.68,,,0.0
2021-06-21 13:00:00,2021-06-21 14:00:00,81.15,109.73,,17.3,,38.9,2.44,0.78,15.29,3.91,,,,43.83,6.2,286.49,221.07,,,0.68,,,0.0
2021-06-21 14:00:00,2021-06-21 15:00:00,70.0,92.1,,17.98,,39.77,1.73,0.78,15.42,4.06,,,,43.76,5.37,283.52,220.8,,,0.68,,,0.0
2021-06-21 15:00:00,2021-06-21 16:00:00,31.97,41.2,,18.62,,37.23,1.8,0.77,15.38,3.96,,,,41.8,4.32,273.5,220.9,,,0.68,,,0.0
2021-06-21 16:00:00,2021-06-21 17:00:00,29.92,44.8,,18.51,,34.36,1.88,0.76,15.1,3.74,,,,43.88,2.5,271.41,220.7,,,0.68,,,0.0
2021-06-21 17:00:00,2021-06-21 18:00:00,101.21,140.4,,23.04,,35.08,1.32,0.76,15.47,3.57,,,,47.04,1.72,261.6,220.8,,,0.68,,,0.0
2021-06-21 18:00:00,2021-06-21 19:00:00,184.95,249.9,,25.66,,34.84,1.62,0.75,13.79,3.45,,,,47.75,1.32,258.25,220.85,,,0.68,,,0.0
2021-06-21 19:00:00,2021-06-21 20:00:00,32.3,44.73,,35.45,,39.74,1.5,0.76,12.79,3.27,,,,57.41,0.9,253.79,220.8,,,0.68,,,0.0
2021-06-21 20:00:00,2021-06-21 21:00:00,38.19,57.9,,39.24,,42.13,1.69,0.76,13.24,3.11,,,,63.07,0.73,256.72,220.6,,,0.68,,,0.0
2021-06-21 21:00:00,2021-06-21 22:00:00,43.39,64.07,,36.83,,42.71,1.78,0.77,13.62,3.08,,,,65.64,0.71,256.52,220.43,,,0.68,,,0.0
2021-06-21 22:00:00,2021-06-21 23:00:00,43.16,65.1,,41.19,,40.8,2.06,0.79,13.56,3.15,,,,64.73,0.73,256.36,220.55,,,0.68,,,0.0
2021-06-21 23:00:00,2021-06-22 00:00:00,39.95,60.65,,22.7,,40.51,2.39,0.8,13.26,3.15,,,,65.4,0.73,256.82,220.55,,,0.68,,,0.0
2021-06-22 00:00:00,2021-06-22 01:00:00,500.02,696.55,,69.63,,37.75,2.17,0.81,13.36,3.16,,,,66.46,0.74,255.68,220.47,,,0.68,,,0.0
2021-06-22 01:00:00,2021-06-22 02:00:00,580.46,562.3,,65.79,,38.81,2.11,0.84,13.23,3.17,,,,68.22,0.7,255.02,220.43,,,0.68,,,0.0
2021-06-22 02:00:00,2021-06-22 03:00:00,52.73,71.0,,64.26,,41.2,2.2,0.86,12.49,3.14,,,,70.87,0.69,252.29,220.4,,,0.68,,,0.0
2021-06-22 03:00:00,2021-06-22 04:00:00,24.21,33.1,,53.36,,40.28,2.19,0.85,12.76,3.18,,,,75.94,0.64,254.72,220.37,,,0.68,,,0.0
2021-06-22 04:00:00,2021-06-22 05:00:00,42.7,64.05,,66.02,,41.95,2.23,0.89,11.87,3.15,,,,80.02,0.58,248.91,220.35,,,0.68,,,0.0
2021-06-22 05:00:00,2021-06-22 06:00:00,48.68,73.6,,65.09,,43.08,2.23,0.89,12.06,3.09,,,,83.07,0.55,253.25,220.3,,,0.68,,,0.0
2021-06-22 06:00:00,2021-06-22 07:00:00,56.42,86.52,,65.33,,44.65,2.25,0.89,11.9,3.09,,,,77.95,0.73,254.65,220.35,,,0.68,,,0.0
2021-06-22 07:00:00,2021-06-22 08:00:00,61.89,93.75,,68.83,,45.91,2.24,0.86,12.7,3.2,,,,60.02,1.18,261.75,220.5,,,0.68,,,0.0
2021-06-22 08:00:00,2021-06-22 09:00:00,66.66,105.98,,85.04,,44.6,2.2,0.81,14.73,3.4,,,,48.58,2.38,260.8,220.8,,,0.68,,,0.0
2021-06-22 09:00:00,2021-06-22 10:00:00,66.07,107.5,,112.26,,42.46,2.26,0.78,16.12,3.54,,,,38.51,4.55,275.04,221.05,,,0.68,,,0.0
2021-06-22 10:00:00,2021-06-22 11:00:00,63.98,103.6,,121.24,,41.07,2.3,0.76,16.56,3.76,,,,35.73,5.39,285.29,221.13,,,0.68,,,0.0
2021-06-22 11:00:00,2021-06-22 12:00:00,70.98,115.95,,133.59,,39.72,2.31,0.77,16.27,4.02,,,,33.11,6.27,290.15,221.25,,,0.68,,,0.0
2021-06-22 12:00:00,2021-06-22 13:00:00,73.85,122.98,,128.85,,41.61,2.3,0.78,16.65,4.08,,,,31.59,6.48,287.0,220.98,,,0.68,,,0.0
2021-06-22 13:00:00,2021-06-22 14:00:00,57.96,94.1,,133.28,,37.22,2.29,0.76,16.85,4.18,,,,30.24,6.53,289.09,220.9,,,0.68,,,0.0
2021-06-22 14:00:00,2021-06-22 15:00:00,56.95,89.7,,142.74,,35.32,2.29,0.77,17.03,4.08,,,,30.86,5.38,284.12,220.75,,,0.68,,,0.0
2021-06-22 15:00:00,2021-06-22 16:00:00,72.08,116.9,,141.38,,42.42,2.3,0.77,16.5,4.41,,,,30.12,4.72,282.02,220.93,,,0.68,,,0.0
2021-06-22 16:00:00,2021-06-22 17:00:00,80.47,136.55,,141.95,,37.61,2.27,0.77,17.23,4.28,,,,30.16,3.55,269.26,221.0,,,0.68,,,0.0
2021-06-22 17:00:00,2021-06-22 18:00:00,55.76,87.5,,135.66,,36.51,2.26,0.76,17.31,4.11,,,,31.71,2.7,266.02,220.9,,,0.68,,,0.0
2021-06-22 18:00:00,2021-06-22 19:00:00,65.42,102.8,,121.47,,36.9,2.28,0.76,16.66,3.66,,,,38.87,1.42,255.47,220.7,,,0.68,,,0.0
2021-06-22 19:00:00,2021-06-22 20:00:00,67.52,105.27,,101.73,,44.26,2.81,0.75,15.06,3.33,,,,48.56,0.93,255.33,220.73,,,0.68,,,0.0
2021-06-22 20:00:00,2021-06-22 21:00:00,71.02,107.9,,85.04,,46.03,2.22,0.76,14.6,3.12,,,,57.57,0.8,256.02,220.6,,,0.68,,,0.0
2021-06-22 21:00:00,2021-06-22 22:00:00,65.91,102.8,,82.44,,53.91,2.13,0.78,13.47,2.91,,,,63.52,0.71,251.83,220.4,,,0.68,,,0.0
2021-06-22 22:00:00,2021-06-22 23:00:00,67.37,103.7,,83.0,,55.4,2.14,0.79,13.34,2.94,,,,66.05,0.7,255.39,220.4,,,0.68,,,0.0
2021-06-22 23:00:00,2021-06-23 00:00:00,79.16,120.2,,67.81,,55.27,2.11,0.81,13.04,3.01,,,,69.92,0.67,259.94,220.35,,,0.68,,,0.0
2021-06-23 00:00:00,2021-06-23 01:00:00,75.58,114.33,,69.22,,61.26,2.11,0.86,12.5,3.1,,,,74.39,0.62,251.13,220.38,,,0.68,,,0.0
2021-06-23 01:00:00,2021-06-23 02:00:00,83.15,125.2,,67.81,,59.3,2.1,0.88,12.44,3.08,,,,74.99,0.6,257.24,220.37,,,0.68,,,0.0
2021-06-23 02:00:00,2021-06-23 03:00:00,79.31,119.0,,62.59,,55.62,2.19,0.87,11.72,3.04,,,,76.5,0.6,258.31,220.3,,,0.68,,,0.0
2021-06-23 03:00:00,2021-06-23 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23 04:00:00,2021-06-23 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23 05:00:00,2021-06-23 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23 06:00:00,2021-06-23 07:00:00,100.17,154.2,,55.3,,51.78,2.12,0.89,12.56,3.11,,,,74.19,0.76,257.71,220.42,,,0.68,,,0.0
2021-06-23 07:00:00,2021-06-23 08:00:00,341.01,523.5,,65.53,,52.4,2.16,0.84,13.3,3.22,,,,57.19,1.27,254.68,220.57,,,0.68,,,0.0
2021-06-23 08:00:00,2021-06-23 09:00:00,355.72,543.45,,55.37,,46.08,2.12,0.8,15.25,3.28,,,,45.15,2.24,261.78,220.68,,,0.68,,,0.0
2021-06-23 09:00:00,2021-06-23 10:00:00,152.53,234.1,,51.01,,46.64,2.19,0.78,16.12,3.51,,,,38.78,3.89,273.23,220.75,,,0.68,,,0.0
2021-06-23 10:00:00,2021-06-23 11:00:00,261.93,417.2,,39.56,,43.45,2.17,0.79,16.7,3.91,,,,34.5,5.16,281.83,221.05,,,0.68,,,0.0
2021-06-23 11:00:00,2021-06-23 12:00:00,363.84,356.3,,35.11,,41.28,2.21,0.78,17.28,4.13,,,,31.32,6.05,284.86,221.17,,,0.68,,,0.0
2021-06-23 12:00:00,2021-06-23 13:00:00,78.15,126.87,,35.68,,40.51,2.26,0.78,16.95,4.39,,,,29.2,6.45,287.83,221.08,,,0.68,,,0.0
2021-06-23 13:00:00,2021-06-23 14:00:00,125.41,198.22,,35.92,,38.25,2.28,0.78,17.03,4.58,,,,28.14,6.57,292.68,221.03,,,0.68,,,0.0
2021-06-23 14:00:00,2021-06-23 15:00:00,105.63,171.57,,35.7,,37.16,2.3,0.78,16.7,4.59,,,,28.16,5.97,287.15,221.27,,,0.68,,,0.0
2021-06-23 15:00:00,2021-06-23 16:00:00,71.2,112.55,,35.28,,35.89,2.22,0.79,16.91,4.49,,,,28.44,5.05,284.32,220.7,,,0.68,,,0.0
2021-06-23 16:00:00,2021-06-23 17:00:00,40.69,62.73,,39.09,,37.63,2.27,0.79,16.5,4.59,,,,28.83,3.88,273.92,221.2,,,0.68,,,0.0
2021-06-23 17:00:00,2021-06-23 18:00:00,27.41,40.97,,45.02,,38.87,2.26,0.78,16.08,4.49,,,,31.42,2.79,264.18,220.93,,,0.68,,,0.0
2021-06-23 18:00:00,2021-06-23 19:00:00,56.22,89.93,,65.64,,42.05,2.27,0.77,15.32,3.96,,,,39.45,1.42,257.85,220.97,,,0.68,,,0.0
2021-06-23 19:00:00,2021-06-23 20:00:00,67.72,111.23,,92.77,,45.18,2.24,0.76,13.84,3.53,,,,45.99,0.95,256.94,220.73,,,0.68,,,0.0
2021-06-23 20:00:00,2021-06-23 21:00:00,63.88,103.57,,107.68,,48.95,2.25,0.76,13.96,3.18,,,,53.04,0.83,253.57,220.6,,,0.68,,,0.0
2021-06-23 21:00:00,2021-06-23 22:00:00,61.21,97.2,,109.16,,50.83,2.22,0.77,13.25,2.97,,,,53.75,0.77,252.74,220.53,,,0.68,,,0.0
2021-06-23 22:00:00,2021-06-23 23:00:00,63.69,103.6,,55.52,,45.29,2.25,0.76,15.7,2.99,,,,57.14,0.79,253.33,220.6,,,0.68,,,0.0
2021-06-23 23:00:00,2021-06-24 00:00:00,45.05,77.25,,35.8,,41.56,2.27,0.81,11.96,3.17,,,,73.41,0.7,255.0,220.25,,,0.68,,,0.0
2021-06-24 00:00:00,2021-06-24 01:00:00,43.08,71.25,,17.93,,38.95,2.6,0.81,12.1,3.17,,,,74.88,0.68,257.26,220.5,,,0.68,,,0.0
2021-06-24 01:00:00,2021-06-24 02:00:00,40.76,66.8,,17.46,,38.63,2.3,0.83,12.29,3.11,,,,74.0,0.69,260.87,220.5,,,0.68,,,0.0
2021-06-24 02:00:00,2021-06-24 03:00:00,32.65,52.1,,16.66,,38.03,2.02,0.84,11.93,3.12,,,,72.47,0.65,254.64,220.35,,,0.68,,,0.0
2021-06-24 03:00:00,2021-06-24 04:00:00,28.03,44.5,,16.42,,37.41,1.95,0.84,12.13,3.14,,,,70.95,0.69,255.53,220.5,,,0.68,,,0.0
2021-06-24 04:00:00,2021-06-24 05:00:00,21.84,32.35,,18.42,,37.03,1.89,0.88,12.05,3.1,,,,72.52,0.65,257.12,220.4,,,0.68,,,0.0
2021-06-24 05:00:00,2021-06-24 06:00:00,26.96,43.65,,30.32,,38.19,2.12,0.89,12.22,3.04,,,,75.88,0.64,252.2,220.2,,,0.68,,,0.0
2021-06-24 06:00:00,2021-06-24 07:00:00,34.16,53.55,,19.47,,36.74,2.06,0.89,12.29,3.01,,,,74.55,0.8,253.27,220.45,,,0.68,,,0.0
2021-06-24 07:00:00,2021-06-24 08:00:00,33.78,52.73,,20.73,,39.05,1.86,0.86,12.54,3.13,,,,72.29,1.24,259.19,220.63,,,0.68,,,0.0
2021-06-24 08:00:00,2021-06-24 09:00:00,31.89,50.35,,20.69,,40.29,1.79,0.84,13.21,3.21,,,,69.03,1.72,259.96,220.6,,,0.68,,,0.0
2021-06-24 09:00:00,2021-06-24 10:00:00,31.88,49.33,,23.23,,42.98,1.81,0.83,13.79,3.29,,,,68.79,2.37,264.98,220.77,,,0.68,,,0.0
